database,schema,table,physical_name,logical_name,physical_type,nullable,default,primary_key,unique,reference,lgpd,classification_basis,encryption,masking,retention,status,evidence
postgresql,marketplace,stores,published_at,Published at,TIMESTAMPTZ,True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:45
postgresql,marketplace,stores,status,Status,VARCHAR(40),False,'pending_validation',False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:46
postgresql,marketplace,stores,metadata,Metadata,JSONB,False,'{}'::jsonb,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:47
postgresql,marketplace,stores,created_at,Created at,TIMESTAMPTZ,False,NOW(),False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:48
postgresql,marketplace,stores,updated_at,Updated at,TIMESTAMPTZ,False,NOW(),False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:49
postgresql,marketplace,stores,deleted_at,Deleted at,TIMESTAMPTZ,True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:50
postgresql,marketplace,stores,created_by,Created by,UUID,True,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: created_by,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:51
postgresql,marketplace,stores,updated_by,Updated by,UUID,True,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: updated_by,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:52
postgresql,marketplace,stores,idempotency_key,Idempotency key,VARCHAR(120),True,,False,True,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/012_platform_idempotency.sql:4
postgresql,marketplace,products,id,Id,UUID,False,gen_random_uuid(),True,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:56
postgresql,marketplace,products,user_id,User id,UUID,False,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: user_id,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:57
postgresql,marketplace,products,store_id,Store id,UUID,False,,False,False,marketplace.stores.id,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:58
postgresql,marketplace,products,sku,Sku,VARCHAR(100),False,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:59
postgresql,marketplace,products,name,Name,VARCHAR(240),False,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:60
postgresql,marketplace,products,price_brl,Price brl,"NUMERIC(18, 4)",False,,False,False,,financeiro confidencial,política v1 categoria financeiro; padrões: price,obrigatória em trânsito e repouso,restringir por papel e finalidade; não registrar valor sensível desnecessário,"definir por obrigação contábil, fiscal e prevenção a fraude",existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:61
postgresql,marketplace,products,stock_quantity,Stock quantity,"NUMERIC(18, 4)",False,0,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:62
postgresql,marketplace,products,status,Status,VARCHAR(40),False,'draft',False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:63
postgresql,marketplace,products,metadata,Metadata,JSONB,False,'{}'::jsonb,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:64
postgresql,marketplace,products,created_at,Created at,TIMESTAMPTZ,False,NOW(),False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:65
postgresql,marketplace,products,updated_at,Updated at,TIMESTAMPTZ,False,NOW(),False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:66
postgresql,marketplace,products,deleted_at,Deleted at,TIMESTAMPTZ,True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:67
postgresql,marketplace,products,created_by,Created by,UUID,True,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: created_by,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:68
postgresql,marketplace,products,updated_by,Updated by,UUID,True,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: updated_by,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:69
postgresql,marketplace,products,idempotency_key,Idempotency key,VARCHAR(120),True,,False,True,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/012_platform_idempotency.sql:5
postgresql,marketplace,orders,id,Id,UUID,False,gen_random_uuid(),True,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:74
postgresql,marketplace,orders,user_id,User id,UUID,False,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: user_id,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:75
postgresql,marketplace,orders,store_id,Store id,UUID,False,,False,False,marketplace.stores.id,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:76
postgresql,marketplace,orders,escrow_id,Escrow id,UUID,True,,False,False,finance.escrows.id,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:77
postgresql,marketplace,orders,total_brl,Total brl,"NUMERIC(18, 4)",False,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:78
postgresql,marketplace,orders,commission_brl,Commission brl,"NUMERIC(18, 4)",False,0,False,False,,financeiro confidencial,política v1 categoria financeiro; padrões: commission,obrigatória em trânsito e repouso,restringir por papel e finalidade; não registrar valor sensível desnecessário,"definir por obrigação contábil, fiscal e prevenção a fraude",existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:79
postgresql,marketplace,orders,status,Status,VARCHAR(40),False,'created',False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:80
postgresql,marketplace,orders,metadata,Metadata,JSONB,False,'{}'::jsonb,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:81
postgresql,marketplace,orders,created_at,Created at,TIMESTAMPTZ,False,NOW(),False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:82
postgresql,marketplace,orders,updated_at,Updated at,TIMESTAMPTZ,False,NOW(),False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:83
postgresql,marketplace,orders,deleted_at,Deleted at,TIMESTAMPTZ,True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:84
postgresql,marketplace,orders,created_by,Created by,UUID,True,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: created_by,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:85
postgresql,marketplace,orders,updated_by,Updated by,UUID,True,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: updated_by,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:86
postgresql,marketplace,orders,idempotency_key,Idempotency key,VARCHAR(120),True,,False,True,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/012_platform_idempotency.sql:6
postgresql,marketplace,orders,offer_id,Offer id,UUID,True,,False,False,business.catalog_offers.id,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/019_valley_orders.sql:4
postgresql,marketplace,orders,company_id,Company id,UUID,True,,False,False,business.companies.id,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/019_valley_orders.sql:5
postgresql,stock,suppliers,id,Id,UUID,False,gen_random_uuid(),True,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:90
postgresql,stock,suppliers,user_id,User id,UUID,False,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: user_id,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:91
postgresql,stock,suppliers,company_id,Company id,UUID,False,,False,False,business.companies.id,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:92
postgresql,stock,suppliers,homologated_at,Homologated at,TIMESTAMPTZ,True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:93
postgresql,stock,suppliers,api_configuration,Api configuration,JSONB,False,'{}'::jsonb,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:94
postgresql,stock,suppliers,status,Status,VARCHAR(40),False,'pending_validation',False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:95
postgresql,stock,suppliers,metadata,Metadata,JSONB,False,'{}'::jsonb,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:96
postgresql,stock,suppliers,created_at,Created at,TIMESTAMPTZ,False,NOW(),False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:97
postgresql,stock,suppliers,updated_at,Updated at,TIMESTAMPTZ,False,NOW(),False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:98
postgresql,stock,suppliers,deleted_at,Deleted at,TIMESTAMPTZ,True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:99
postgresql,stock,suppliers,created_by,Created by,UUID,True,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: created_by,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:100
postgresql,stock,suppliers,updated_by,Updated by,UUID,True,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: updated_by,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:101
postgresql,stock,suppliers,idempotency_key,Idempotency key,VARCHAR(120),True,,False,True,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/012_platform_idempotency.sql:9
postgresql,stock,catalog_products,id,Id,UUID,False,gen_random_uuid(),True,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:105
postgresql,stock,catalog_products,user_id,User id,UUID,False,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: user_id,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:106
postgresql,stock,catalog_products,supplier_id,Supplier id,UUID,False,,False,False,stock.suppliers.id,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:107
postgresql,stock,catalog_products,external_sku,External sku,VARCHAR(120),False,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:108
postgresql,stock,catalog_products,cost_brl,Cost brl,"NUMERIC(18, 4)",False,,False,False,,financeiro confidencial,política v1 categoria financeiro; padrões: cost,obrigatória em trânsito e repouso,restringir por papel e finalidade; não registrar valor sensível desnecessário,"definir por obrigação contábil, fiscal e prevenção a fraude",existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:109
postgresql,stock,catalog_products,markup_percent,Markup percent,"NUMERIC(7, 4)",False,0,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:110
postgresql,stock,catalog_products,status,Status,VARCHAR(40),False,'draft',False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:111
postgresql,stock,catalog_products,metadata,Metadata,JSONB,False,'{}'::jsonb,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:112
postgresql,stock,catalog_products,created_at,Created at,TIMESTAMPTZ,False,NOW(),False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:113
postgresql,stock,catalog_products,updated_at,Updated at,TIMESTAMPTZ,False,NOW(),False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:114
postgresql,stock,catalog_products,deleted_at,Deleted at,TIMESTAMPTZ,True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:115
postgresql,stock,catalog_products,created_by,Created by,UUID,True,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: created_by,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:116
postgresql,stock,catalog_products,updated_by,Updated by,UUID,True,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: updated_by,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:117
postgresql,stock,catalog_products,idempotency_key,Idempotency key,VARCHAR(120),True,,False,True,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/012_platform_idempotency.sql:10
postgresql,delivery,delivery_requests,id,Id,UUID,False,gen_random_uuid(),True,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:121
postgresql,delivery,delivery_requests,user_id,User id,UUID,False,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: user_id,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:122
postgresql,delivery,delivery_requests,assigned_rider_user_id,Assigned rider user id,UUID,True,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: user_id,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:123
postgresql,delivery,delivery_requests,escrow_id,Escrow id,UUID,True,,False,False,finance.escrows.id,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:124
postgresql,delivery,delivery_requests,service_type,Service type,VARCHAR(40),False,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:125
postgresql,delivery,delivery_requests,origin,Origin,JSONB,False,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:126
postgresql,delivery,delivery_requests,destination,Destination,JSONB,False,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:127
postgresql,delivery,delivery_requests,distance_km,Distance km,"NUMERIC(12, 3)",True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:128
postgresql,delivery,delivery_requests,weight_kg,Weight kg,"NUMERIC(12, 3)",True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:129
postgresql,delivery,delivery_requests,volume_m3,Volume m3,"NUMERIC(12, 4)",True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:130
postgresql,delivery,delivery_requests,quoted_brl,Quoted brl,"NUMERIC(18, 4)",True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:131
postgresql,delivery,delivery_requests,insurance_required,Insurance required,BOOLEAN,False,FALSE,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:132
postgresql,delivery,delivery_requests,insurance_accepted,Insurance accepted,BOOLEAN,True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:133
postgresql,delivery,delivery_requests,status,Status,VARCHAR(40),False,'created',False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:134
postgresql,delivery,delivery_requests,metadata,Metadata,JSONB,False,'{}'::jsonb,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:135
postgresql,delivery,delivery_requests,created_at,Created at,TIMESTAMPTZ,False,NOW(),False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:136
postgresql,delivery,delivery_requests,updated_at,Updated at,TIMESTAMPTZ,False,NOW(),False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:137
postgresql,delivery,delivery_requests,deleted_at,Deleted at,TIMESTAMPTZ,True,,False,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:138
postgresql,delivery,delivery_requests,created_by,Created by,UUID,True,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: created_by,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:139
postgresql,delivery,delivery_requests,updated_by,Updated by,UUID,True,,False,False,identity.users.id,pseudônimo vinculável,política v1 categoria identidade_relacional; padrões: updated_by,controle de acesso e segregação por tenant; criptografia do banco,não expor identificadores internos sem necessidade,acompanha entidade e trilha de auditoria com política de anonimização,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:140
postgresql,delivery,delivery_requests,idempotency_key,Idempotency key,VARCHAR(120),True,,False,True,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/012_platform_idempotency.sql:15
postgresql,services,providers,id,Id,UUID,False,gen_random_uuid(),True,False,,não classificado automaticamente,política v1; nenhuma regra automática aplicável,avaliar pelo proprietário do domínio,avaliar pelo proprietário do domínio,não definida; registrar lacuna,existente,database/postgres/migrations/003_marketplace_delivery_services_mobility.sql:144
